,Unnamed: 0,path,filename,speaker_id,keyword,num_channels,sample_rate,num_frames,duration_sec,path_normalized
55855,55855,/mnt/data/GSC/speech_commands_v0.02/on/0f7266cf_nohash_0.wav,0f7266cf_nohash_0.wav,0f7266cf,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/0f7266cf_nohash_0.wav
55856,55856,/mnt/data/GSC/speech_commands_v0.02/on/0f7266cf_nohash_1.wav,0f7266cf_nohash_1.wav,0f7266cf,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/0f7266cf_nohash_1.wav
55857,55857,/mnt/data/GSC/speech_commands_v0.02/on/0f7266cf_nohash_2.wav,0f7266cf_nohash_2.wav,0f7266cf,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/0f7266cf_nohash_2.wav
55858,55858,/mnt/data/GSC/speech_commands_v0.02/on/0f7266cf_nohash_3.wav,0f7266cf_nohash_3.wav,0f7266cf,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/0f7266cf_nohash_3.wav
55859,55859,/mnt/data/GSC/speech_commands_v0.02/on/0f7266cf_nohash_4.wav,0f7266cf_nohash_4.wav,0f7266cf,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/0f7266cf_nohash_4.wav
55921,55921,/mnt/data/GSC/speech_commands_v0.02/on/14c7b073_nohash_0.wav,14c7b073_nohash_0.wav,14c7b073,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/14c7b073_nohash_0.wav
55922,55922,/mnt/data/GSC/speech_commands_v0.02/on/14c7b073_nohash_1.wav,14c7b073_nohash_1.wav,14c7b073,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/14c7b073_nohash_1.wav
55923,55923,/mnt/data/GSC/speech_commands_v0.02/on/14c7b073_nohash_2.wav,14c7b073_nohash_2.wav,14c7b073,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/14c7b073_nohash_2.wav
55924,55924,/mnt/data/GSC/speech_commands_v0.02/on/14c7b073_nohash_3.wav,14c7b073_nohash_3.wav,14c7b073,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/14c7b073_nohash_3.wav
55938,55938,/mnt/data/GSC/speech_commands_v0.02/on/1625acd8_nohash_0.wav,1625acd8_nohash_0.wav,1625acd8,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/1625acd8_nohash_0.wav
55947,55947,/mnt/data/GSC/speech_commands_v0.02/on/171edea9_nohash_0.wav,171edea9_nohash_0.wav,171edea9,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/171edea9_nohash_0.wav
55948,55948,/mnt/data/GSC/speech_commands_v0.02/on/171edea9_nohash_1.wav,171edea9_nohash_1.wav,171edea9,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/171edea9_nohash_1.wav
55949,55949,/mnt/data/GSC/speech_commands_v0.02/on/171edea9_nohash_2.wav,171edea9_nohash_2.wav,171edea9,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/171edea9_nohash_2.wav
55950,55950,/mnt/data/GSC/speech_commands_v0.02/on/171edea9_nohash_3.wav,171edea9_nohash_3.wav,171edea9,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/171edea9_nohash_3.wav
55951,55951,/mnt/data/GSC/speech_commands_v0.02/on/171edea9_nohash_4.wav,171edea9_nohash_4.wav,171edea9,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/171edea9_nohash_4.wav
55969,55969,/mnt/data/GSC/speech_commands_v0.02/on/18a1aab9_nohash_0.wav,18a1aab9_nohash_0.wav,18a1aab9,on,1,16000,9660,0.60375,/mnt/data/GSC/normalized-dataset/on/18a1aab9_nohash_0.wav
55978,55978,/mnt/data/GSC/speech_commands_v0.02/on/18f8afd5_nohash_0.wav,18f8afd5_nohash_0.wav,18f8afd5,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/18f8afd5_nohash_0.wav
55979,55979,/mnt/data/GSC/speech_commands_v0.02/on/18f8afd5_nohash_1.wav,18f8afd5_nohash_1.wav,18f8afd5,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/18f8afd5_nohash_1.wav
55980,55980,/mnt/data/GSC/speech_commands_v0.02/on/18f8afd5_nohash_2.wav,18f8afd5_nohash_2.wav,18f8afd5,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/18f8afd5_nohash_2.wav
55981,55981,/mnt/data/GSC/speech_commands_v0.02/on/18f8afd5_nohash_3.wav,18f8afd5_nohash_3.wav,18f8afd5,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/18f8afd5_nohash_3.wav
55982,55982,/mnt/data/GSC/speech_commands_v0.02/on/18f8afd5_nohash_4.wav,18f8afd5_nohash_4.wav,18f8afd5,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/18f8afd5_nohash_4.wav
55983,55983,/mnt/data/GSC/speech_commands_v0.02/on/18ffa72d_nohash_0.wav,18ffa72d_nohash_0.wav,18ffa72d,on,1,16000,14861,0.9288125,/mnt/data/GSC/normalized-dataset/on/18ffa72d_nohash_0.wav
55984,55984,/mnt/data/GSC/speech_commands_v0.02/on/18ffa72d_nohash_1.wav,18ffa72d_nohash_1.wav,18ffa72d,on,1,16000,9659,0.6036875,/mnt/data/GSC/normalized-dataset/on/18ffa72d_nohash_1.wav
56000,56000,/mnt/data/GSC/speech_commands_v0.02/on/1995cf9e_nohash_0.wav,1995cf9e_nohash_0.wav,1995cf9e,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/1995cf9e_nohash_0.wav
56004,56004,/mnt/data/GSC/speech_commands_v0.02/on/19e246ad_nohash_0.wav,19e246ad_nohash_0.wav,19e246ad,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/19e246ad_nohash_0.wav
56005,56005,/mnt/data/GSC/speech_commands_v0.02/on/19e246ad_nohash_1.wav,19e246ad_nohash_1.wav,19e246ad,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/19e246ad_nohash_1.wav
56014,56014,/mnt/data/GSC/speech_commands_v0.02/on/1a5b9ca4_nohash_0.wav,1a5b9ca4_nohash_0.wav,1a5b9ca4,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/1a5b9ca4_nohash_0.wav
56015,56015,/mnt/data/GSC/speech_commands_v0.02/on/1a5b9ca4_nohash_1.wav,1a5b9ca4_nohash_1.wav,1a5b9ca4,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/1a5b9ca4_nohash_1.wav
56017,56017,/mnt/data/GSC/speech_commands_v0.02/on/1a892463_nohash_0.wav,1a892463_nohash_0.wav,1a892463,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/1a892463_nohash_0.wav
56018,56018,/mnt/data/GSC/speech_commands_v0.02/on/1a892463_nohash_1.wav,1a892463_nohash_1.wav,1a892463,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/1a892463_nohash_1.wav
56055,56055,/mnt/data/GSC/speech_commands_v0.02/on/1b88bf70_nohash_0.wav,1b88bf70_nohash_0.wav,1b88bf70,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/1b88bf70_nohash_0.wav
56057,56057,/mnt/data/GSC/speech_commands_v0.02/on/1bb574f9_nohash_0.wav,1bb574f9_nohash_0.wav,1bb574f9,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/1bb574f9_nohash_0.wav
56058,56058,/mnt/data/GSC/speech_commands_v0.02/on/1c1060b1_nohash_0.wav,1c1060b1_nohash_0.wav,1c1060b1,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/1c1060b1_nohash_0.wav
56077,56077,/mnt/data/GSC/speech_commands_v0.02/on/1df99a8a_nohash_0.wav,1df99a8a_nohash_0.wav,1df99a8a,on,1,16000,7431,0.4644375,/mnt/data/GSC/normalized-dataset/on/1df99a8a_nohash_0.wav
56078,56078,/mnt/data/GSC/speech_commands_v0.02/on/1df99a8a_nohash_1.wav,1df99a8a_nohash_1.wav,1df99a8a,on,1,16000,10403,0.6501875,/mnt/data/GSC/normalized-dataset/on/1df99a8a_nohash_1.wav
56101,56101,/mnt/data/GSC/speech_commands_v0.02/on/1f3bece8_nohash_0.wav,1f3bece8_nohash_0.wav,1f3bece8,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/1f3bece8_nohash_0.wav
56109,56109,/mnt/data/GSC/speech_commands_v0.02/on/2039b9c1_nohash_0.wav,2039b9c1_nohash_0.wav,2039b9c1,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/2039b9c1_nohash_0.wav
56125,56125,/mnt/data/GSC/speech_commands_v0.02/on/21832144_nohash_0.wav,21832144_nohash_0.wav,21832144,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/21832144_nohash_0.wav
56126,56126,/mnt/data/GSC/speech_commands_v0.02/on/21832144_nohash_1.wav,21832144_nohash_1.wav,21832144,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/21832144_nohash_1.wav
56127,56127,/mnt/data/GSC/speech_commands_v0.02/on/21832144_nohash_2.wav,21832144_nohash_2.wav,21832144,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/21832144_nohash_2.wav
56128,56128,/mnt/data/GSC/speech_commands_v0.02/on/21832144_nohash_3.wav,21832144_nohash_3.wav,21832144,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/21832144_nohash_3.wav
56129,56129,/mnt/data/GSC/speech_commands_v0.02/on/21832144_nohash_4.wav,21832144_nohash_4.wav,21832144,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/21832144_nohash_4.wav
56148,56148,/mnt/data/GSC/speech_commands_v0.02/on/2313e093_nohash_0.wav,2313e093_nohash_0.wav,2313e093,on,1,16000,15019,0.9386875,/mnt/data/GSC/normalized-dataset/on/2313e093_nohash_0.wav
56224,56224,/mnt/data/GSC/speech_commands_v0.02/on/271d51c0_nohash_0.wav,271d51c0_nohash_0.wav,271d51c0,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/271d51c0_nohash_0.wav
56233,56233,/mnt/data/GSC/speech_commands_v0.02/on/27c24504_nohash_0.wav,27c24504_nohash_0.wav,27c24504,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/27c24504_nohash_0.wav
56234,56234,/mnt/data/GSC/speech_commands_v0.02/on/27c24504_nohash_1.wav,27c24504_nohash_1.wav,27c24504,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/27c24504_nohash_1.wav
56235,56235,/mnt/data/GSC/speech_commands_v0.02/on/27c24504_nohash_2.wav,27c24504_nohash_2.wav,27c24504,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/27c24504_nohash_2.wav
56236,56236,/mnt/data/GSC/speech_commands_v0.02/on/27c24504_nohash_3.wav,27c24504_nohash_3.wav,27c24504,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/27c24504_nohash_3.wav
56248,56248,/mnt/data/GSC/speech_commands_v0.02/on/28ed6bc9_nohash_0.wav,28ed6bc9_nohash_0.wav,28ed6bc9,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/28ed6bc9_nohash_0.wav
56249,56249,/mnt/data/GSC/speech_commands_v0.02/on/28ed6bc9_nohash_1.wav,28ed6bc9_nohash_1.wav,28ed6bc9,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/28ed6bc9_nohash_1.wav
56250,56250,/mnt/data/GSC/speech_commands_v0.02/on/28ed6bc9_nohash_2.wav,28ed6bc9_nohash_2.wav,28ed6bc9,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/28ed6bc9_nohash_2.wav
56251,56251,/mnt/data/GSC/speech_commands_v0.02/on/28ed6bc9_nohash_3.wav,28ed6bc9_nohash_3.wav,28ed6bc9,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/28ed6bc9_nohash_3.wav
56252,56252,/mnt/data/GSC/speech_commands_v0.02/on/28ed6bc9_nohash_4.wav,28ed6bc9_nohash_4.wav,28ed6bc9,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/28ed6bc9_nohash_4.wav
56253,56253,/mnt/data/GSC/speech_commands_v0.02/on/2903efb3_nohash_0.wav,2903efb3_nohash_0.wav,2903efb3,on,1,16000,13375,0.8359375,/mnt/data/GSC/normalized-dataset/on/2903efb3_nohash_0.wav
56276,56276,/mnt/data/GSC/speech_commands_v0.02/on/2a89ad5c_nohash_0.wav,2a89ad5c_nohash_0.wav,2a89ad5c,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/2a89ad5c_nohash_0.wav
56277,56277,/mnt/data/GSC/speech_commands_v0.02/on/2a89ad5c_nohash_1.wav,2a89ad5c_nohash_1.wav,2a89ad5c,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/2a89ad5c_nohash_1.wav
56278,56278,/mnt/data/GSC/speech_commands_v0.02/on/2a89ad5c_nohash_2.wav,2a89ad5c_nohash_2.wav,2a89ad5c,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/2a89ad5c_nohash_2.wav
56295,56295,/mnt/data/GSC/speech_commands_v0.02/on/2bdbe5f7_nohash_0.wav,2bdbe5f7_nohash_0.wav,2bdbe5f7,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/2bdbe5f7_nohash_0.wav
56296,56296,/mnt/data/GSC/speech_commands_v0.02/on/2bdbe5f7_nohash_1.wav,2bdbe5f7_nohash_1.wav,2bdbe5f7,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/2bdbe5f7_nohash_1.wav
56297,56297,/mnt/data/GSC/speech_commands_v0.02/on/2bdbe5f7_nohash_2.wav,2bdbe5f7_nohash_2.wav,2bdbe5f7,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/2bdbe5f7_nohash_2.wav
56298,56298,/mnt/data/GSC/speech_commands_v0.02/on/2bdbe5f7_nohash_3.wav,2bdbe5f7_nohash_3.wav,2bdbe5f7,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/2bdbe5f7_nohash_3.wav
56349,56349,/mnt/data/GSC/speech_commands_v0.02/on/300384f0_nohash_0.wav,300384f0_nohash_0.wav,300384f0,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/300384f0_nohash_0.wav
56361,56361,/mnt/data/GSC/speech_commands_v0.02/on/30802c5d_nohash_0.wav,30802c5d_nohash_0.wav,30802c5d,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/30802c5d_nohash_0.wav
56364,56364,/mnt/data/GSC/speech_commands_v0.02/on/30f6e665_nohash_0.wav,30f6e665_nohash_0.wav,30f6e665,on,1,16000,9557,0.5973125,/mnt/data/GSC/normalized-dataset/on/30f6e665_nohash_0.wav
56369,56369,/mnt/data/GSC/speech_commands_v0.02/on/3108acca_nohash_0.wav,3108acca_nohash_0.wav,3108acca,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/3108acca_nohash_0.wav
56370,56370,/mnt/data/GSC/speech_commands_v0.02/on/3108acca_nohash_1.wav,3108acca_nohash_1.wav,3108acca,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/3108acca_nohash_1.wav
56371,56371,/mnt/data/GSC/speech_commands_v0.02/on/3108acca_nohash_2.wav,3108acca_nohash_2.wav,3108acca,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/3108acca_nohash_2.wav
56372,56372,/mnt/data/GSC/speech_commands_v0.02/on/3108acca_nohash_3.wav,3108acca_nohash_3.wav,3108acca,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/3108acca_nohash_3.wav
56373,56373,/mnt/data/GSC/speech_commands_v0.02/on/3108acca_nohash_4.wav,3108acca_nohash_4.wav,3108acca,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/3108acca_nohash_4.wav
56408,56408,/mnt/data/GSC/speech_commands_v0.02/on/329eab8a_nohash_0.wav,329eab8a_nohash_0.wav,329eab8a,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/329eab8a_nohash_0.wav
56409,56409,/mnt/data/GSC/speech_commands_v0.02/on/32ad5b65_nohash_0.wav,32ad5b65_nohash_0.wav,32ad5b65,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/32ad5b65_nohash_0.wav
56410,56410,/mnt/data/GSC/speech_commands_v0.02/on/32ad5b65_nohash_1.wav,32ad5b65_nohash_1.wav,32ad5b65,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/32ad5b65_nohash_1.wav
56411,56411,/mnt/data/GSC/speech_commands_v0.02/on/32ad5b65_nohash_2.wav,32ad5b65_nohash_2.wav,32ad5b65,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/32ad5b65_nohash_2.wav
56412,56412,/mnt/data/GSC/speech_commands_v0.02/on/32ad5b65_nohash_3.wav,32ad5b65_nohash_3.wav,32ad5b65,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/32ad5b65_nohash_3.wav
56438,56438,/mnt/data/GSC/speech_commands_v0.02/on/34881b10_nohash_0.wav,34881b10_nohash_0.wav,34881b10,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/34881b10_nohash_0.wav
56461,56461,/mnt/data/GSC/speech_commands_v0.02/on/364c0853_nohash_0.wav,364c0853_nohash_0.wav,364c0853,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/364c0853_nohash_0.wav
56462,56462,/mnt/data/GSC/speech_commands_v0.02/on/364c0853_nohash_1.wav,364c0853_nohash_1.wav,364c0853,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/364c0853_nohash_1.wav
56511,56511,/mnt/data/GSC/speech_commands_v0.02/on/39dce8cc_nohash_0.wav,39dce8cc_nohash_0.wav,39dce8cc,on,1,16000,13375,0.8359375,/mnt/data/GSC/normalized-dataset/on/39dce8cc_nohash_0.wav
56512,56512,/mnt/data/GSC/speech_commands_v0.02/on/39dce8cc_nohash_1.wav,39dce8cc_nohash_1.wav,39dce8cc,on,1,16000,14118,0.882375,/mnt/data/GSC/normalized-dataset/on/39dce8cc_nohash_1.wav
56573,56573,/mnt/data/GSC/speech_commands_v0.02/on/3c257192_nohash_0.wav,3c257192_nohash_0.wav,3c257192,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/3c257192_nohash_0.wav
56574,56574,/mnt/data/GSC/speech_commands_v0.02/on/3c257192_nohash_1.wav,3c257192_nohash_1.wav,3c257192,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/3c257192_nohash_1.wav
56575,56575,/mnt/data/GSC/speech_commands_v0.02/on/3c257192_nohash_2.wav,3c257192_nohash_2.wav,3c257192,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/3c257192_nohash_2.wav
56576,56576,/mnt/data/GSC/speech_commands_v0.02/on/3c257192_nohash_3.wav,3c257192_nohash_3.wav,3c257192,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/3c257192_nohash_3.wav
56595,56595,/mnt/data/GSC/speech_commands_v0.02/on/3d3ddaf8_nohash_0.wav,3d3ddaf8_nohash_0.wav,3d3ddaf8,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/3d3ddaf8_nohash_0.wav
56622,56622,/mnt/data/GSC/speech_commands_v0.02/on/3e549219_nohash_0.wav,3e549219_nohash_0.wav,3e549219,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/3e549219_nohash_0.wav
56645,56645,/mnt/data/GSC/speech_commands_v0.02/on/409c962a_nohash_0.wav,409c962a_nohash_0.wav,409c962a,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/409c962a_nohash_0.wav
56646,56646,/mnt/data/GSC/speech_commands_v0.02/on/409c962a_nohash_1.wav,409c962a_nohash_1.wav,409c962a,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/409c962a_nohash_1.wav
56691,56691,/mnt/data/GSC/speech_commands_v0.02/on/44f68a83_nohash_0.wav,44f68a83_nohash_0.wav,44f68a83,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/44f68a83_nohash_0.wav
56692,56692,/mnt/data/GSC/speech_commands_v0.02/on/44f68a83_nohash_1.wav,44f68a83_nohash_1.wav,44f68a83,on,1,16000,14118,0.882375,/mnt/data/GSC/normalized-dataset/on/44f68a83_nohash_1.wav
56693,56693,/mnt/data/GSC/speech_commands_v0.02/on/44f68a83_nohash_2.wav,44f68a83_nohash_2.wav,44f68a83,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/44f68a83_nohash_2.wav
56704,56704,/mnt/data/GSC/speech_commands_v0.02/on/460209ac_nohash_0.wav,460209ac_nohash_0.wav,460209ac,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/460209ac_nohash_0.wav
56705,56705,/mnt/data/GSC/speech_commands_v0.02/on/460209ac_nohash_1.wav,460209ac_nohash_1.wav,460209ac,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/460209ac_nohash_1.wav
56706,56706,/mnt/data/GSC/speech_commands_v0.02/on/460209ac_nohash_2.wav,460209ac_nohash_2.wav,460209ac,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/460209ac_nohash_2.wav
56707,56707,/mnt/data/GSC/speech_commands_v0.02/on/460209ac_nohash_3.wav,460209ac_nohash_3.wav,460209ac,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/460209ac_nohash_3.wav
56708,56708,/mnt/data/GSC/speech_commands_v0.02/on/460209ac_nohash_4.wav,460209ac_nohash_4.wav,460209ac,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/460209ac_nohash_4.wav
56711,56711,/mnt/data/GSC/speech_commands_v0.02/on/4634529e_nohash_0.wav,4634529e_nohash_0.wav,4634529e,on,1,16000,12288,0.768,/mnt/data/GSC/normalized-dataset/on/4634529e_nohash_0.wav
56733,56733,/mnt/data/GSC/speech_commands_v0.02/on/48bdc11c_nohash_0.wav,48bdc11c_nohash_0.wav,48bdc11c,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/48bdc11c_nohash_0.wav
56736,56736,/mnt/data/GSC/speech_commands_v0.02/on/4995d875_nohash_0.wav,4995d875_nohash_0.wav,4995d875,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/4995d875_nohash_0.wav
56737,56737,/mnt/data/GSC/speech_commands_v0.02/on/4995d875_nohash_1.wav,4995d875_nohash_1.wav,4995d875,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/4995d875_nohash_1.wav
56738,56738,/mnt/data/GSC/speech_commands_v0.02/on/4995d875_nohash_2.wav,4995d875_nohash_2.wav,4995d875,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/4995d875_nohash_2.wav
56739,56739,/mnt/data/GSC/speech_commands_v0.02/on/4995d875_nohash_3.wav,4995d875_nohash_3.wav,4995d875,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/4995d875_nohash_3.wav
56740,56740,/mnt/data/GSC/speech_commands_v0.02/on/4995d875_nohash_4.wav,4995d875_nohash_4.wav,4995d875,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/4995d875_nohash_4.wav
56784,56784,/mnt/data/GSC/speech_commands_v0.02/on/4cb874bb_nohash_0.wav,4cb874bb_nohash_0.wav,4cb874bb,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/4cb874bb_nohash_0.wav
56796,56796,/mnt/data/GSC/speech_commands_v0.02/on/4e6902d0_nohash_0.wav,4e6902d0_nohash_0.wav,4e6902d0,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/4e6902d0_nohash_0.wav
56797,56797,/mnt/data/GSC/speech_commands_v0.02/on/4e6902d0_nohash_1.wav,4e6902d0_nohash_1.wav,4e6902d0,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/4e6902d0_nohash_1.wav
56798,56798,/mnt/data/GSC/speech_commands_v0.02/on/4e6902d0_nohash_2.wav,4e6902d0_nohash_2.wav,4e6902d0,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/4e6902d0_nohash_2.wav
56799,56799,/mnt/data/GSC/speech_commands_v0.02/on/4e6902d0_nohash_3.wav,4e6902d0_nohash_3.wav,4e6902d0,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/4e6902d0_nohash_3.wav
56800,56800,/mnt/data/GSC/speech_commands_v0.02/on/4e6902d0_nohash_4.wav,4e6902d0_nohash_4.wav,4e6902d0,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/4e6902d0_nohash_4.wav
56827,56827,/mnt/data/GSC/speech_commands_v0.02/on/50a7d406_nohash_0.wav,50a7d406_nohash_0.wav,50a7d406,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/50a7d406_nohash_0.wav
56829,56829,/mnt/data/GSC/speech_commands_v0.02/on/50d1c8e3_nohash_0.wav,50d1c8e3_nohash_0.wav,50d1c8e3,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/50d1c8e3_nohash_0.wav
56869,56869,/mnt/data/GSC/speech_commands_v0.02/on/5236848b_nohash_0.wav,5236848b_nohash_0.wav,5236848b,on,1,16000,12971,0.8106875,/mnt/data/GSC/normalized-dataset/on/5236848b_nohash_0.wav
56876,56876,/mnt/data/GSC/speech_commands_v0.02/on/52bfbce8_nohash_0.wav,52bfbce8_nohash_0.wav,52bfbce8,on,1,16000,12971,0.8106875,/mnt/data/GSC/normalized-dataset/on/52bfbce8_nohash_0.wav
56877,56877,/mnt/data/GSC/speech_commands_v0.02/on/52bfbce8_nohash_1.wav,52bfbce8_nohash_1.wav,52bfbce8,on,1,16000,10240,0.64,/mnt/data/GSC/normalized-dataset/on/52bfbce8_nohash_1.wav
56905,56905,/mnt/data/GSC/speech_commands_v0.02/on/5588c7e6_nohash_0.wav,5588c7e6_nohash_0.wav,5588c7e6,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/5588c7e6_nohash_0.wav
56910,56910,/mnt/data/GSC/speech_commands_v0.02/on/55feffd5_nohash_0.wav,55feffd5_nohash_0.wav,55feffd5,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/55feffd5_nohash_0.wav
56911,56911,/mnt/data/GSC/speech_commands_v0.02/on/55feffd5_nohash_1.wav,55feffd5_nohash_1.wav,55feffd5,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/55feffd5_nohash_1.wav
56912,56912,/mnt/data/GSC/speech_commands_v0.02/on/55feffd5_nohash_2.wav,55feffd5_nohash_2.wav,55feffd5,on,1,16000,12631,0.7894375,/mnt/data/GSC/normalized-dataset/on/55feffd5_nohash_2.wav
56982,56982,/mnt/data/GSC/speech_commands_v0.02/on/5af0ca83_nohash_0.wav,5af0ca83_nohash_0.wav,5af0ca83,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/5af0ca83_nohash_0.wav
56983,56983,/mnt/data/GSC/speech_commands_v0.02/on/5af0ca83_nohash_1.wav,5af0ca83_nohash_1.wav,5af0ca83,on,1,16000,16000,1.0,/mnt/data/GSC/normalized-dataset/on/5af0ca83_nohash_1.wav
